,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE,ECHEANCE,INCOME_CREDIT_PERC,DAYS_EMPLOYED_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,PREVIOUS_LOANS_COUNT,PREV_BUR_MEAN_DAYS_CREDIT,PREV_BUR_MEAN_CREDIT_DAY_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_ENDDATE,PREV_BUR_MEAN_DAYS_ENDDATE_FACT,PREV_BUR_MEAN_AMT_CREDIT_MAX_OVERDUE,PREV_BUR_MEAN_CNT_CREDIT_PROLONG,PREV_BUR_MEAN_AMT_CREDIT_SUM,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,PREV_BUR_MEAN_AMT_CREDIT_SUM_LIMIT,PREV_BUR_MEAN_AMT_CREDIT_SUM_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_UPDATE,PREV_BUR_MEAN_AMT_ANNUITY,PREV_BUR_MEAN_MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,PREV_APPL_MEAN_AMT_ANNUITY,PREV_APPL_MEAN_AMT_APPLICATION,PREV_APPL_MEAN_AMT_CREDIT,PREV_APPL_MEAN_AMT_DOWN_PAYMENT,PREV_APPL_MEAN_AMT_GOODS_PRICE,PREV_APPL_MEAN_HOUR_APPR_PROCESS_START,PREV_APPL_MEAN_NFLAG_LAST_APPL_IN_DAY,PREV_APPL_MEAN_RATE_DOWN_PAYMENT,PREV_APPL_MEAN_RATE_INTEREST_PRIMARY,PREV_APPL_MEAN_RATE_INTEREST_PRIVILEGED,PREV_APPL_MEAN_DAYS_DECISION,PREV_APPL_MEAN_SELLERPLACE_AREA,PREV_APPL_MEAN_CNT_PAYMENT,PREV_APPL_MEAN_DAYS_FIRST_DRAWING,PREV_APPL_MEAN_DAYS_FIRST_DUE,PREV_APPL_MEAN_DAYS_LAST_DUE_1ST_VERSION,PREV_APPL_MEAN_DAYS_LAST_DUE,PREV_APPL_MEAN_DAYS_TERMINATION,PREV_APPL_MEAN_NFLAG_INSURED_ON_APPROVAL,PREV_APPL_MEAN_CARD_MEAN_MONTHS_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_CREDIT_LIMIT_ACTUAL,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_INST_MIN_REGULARITY,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_TOTAL_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_RECEIVABLE_PRINCIPAL,PREV_APPL_MEAN_CARD_MEAN_AMT_RECIVABLE,PREV_APPL_MEAN_CARD_MEAN_AMT_TOTAL_RECEIVABLE,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_INSTALMENT_MATURE_CUM,PREV_APPL_MEAN_CARD_MEAN_SK_DPD,PREV_APPL_MEAN_CARD_MEAN_SK_DPD_DEF,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,PREV_APPL_MEAN_POS_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_POS_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_POS_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_POS_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_POS_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_POS_MEAN_AMT_PAYMENT
152156,276356,0.0,Cash loans,F,N,Y,0,171000.0,163008.0,17685.0,144000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.016612,-14371,-2618.0,-5635.0,-3927,,1,1,0,1,1,0,,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.6859821671506903,0.434733248750173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,-1593.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,39.37260273972603,9.217302798982187,1.0490282685512369,0.1821724305893814,85500.0,0.1034210526315789,0.1084916077738515,2.0,-488.5,0.0,1410.5,-378.0,,0.0,551250.0,159286.5,0.0,0.0,-133.5,,,14.0,16075.670625,128914.71428571428,164899.2857142857,3631.5,257829.42857142855,13.571428571428571,1.0,0.1000223470622924,,,-466.3571428571428,2.9285714285714284,22.5,273752.75,-978.5,91018.75,182064.5,182068.0,0.5,-13.0,111218.29826086956,180000.0,1173.9130434782608,15723.00391304348,0.0,14549.090869565218,5488.198043478261,13321.944782608694,13321.944782608694,107939.09739130436,111084.27847826088,111084.27847826088,0.3043478260869565,2.347826086956522,0.0,2.0434782608695654,10.347826086956522,0.0,0.0,1.244047619047619,12.469246031746032,-778.410119047619,-784.2954365079365,15976.15888392857,18283.717080357143,1.244047619047619,12.469246031746032,-778.410119047619,-784.2954365079365,15976.15888392857,18283.717080357143
152191,276398,0.0,Cash loans,M,N,Y,0,67500.0,364500.0,10575.0,364500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-12092,-170.0,-856.0,-3910,,1,1,0,1,0,0,Cleaning staff,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,Kindergarten,,0.1995116557818528,0.2692857999073816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,33.12876712328767,34.46808510638298,0.1851851851851851,0.0140588819053919,33750.0,0.1566666666666666,0.0290123456790123,4.0,-337.25,0.0,6995.5,-210.0,0.0,0.0,123214.5,55326.54375,0.0,0.0,-108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152266,276489,0.0,Cash loans,F,N,Y,0,180000.0,545040.0,43191.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.032561,-20140,-1979.0,-13066.0,-2897,,1,1,0,1,1,0,Managers,1.0,1,1,TUESDAY,17,0,0,0,0,0,0,Postal,0.2778855717717339,0.6275559913372901,0.221335206354466,0.0426,0.0379,0.9732,0.6328,0.0046,0.0,0.0803,0.1388,0.1804,0.0287,0.0347,0.0336,0.0,0.0,0.0336,0.0131,0.9732,0.6472,0.0034,0.0,0.069,0.125,0.1667,0.0246,0.0294,0.0262,0.0,0.0,0.0333,0.0395,0.9732,0.6377,0.0039,0.0,0.069,0.125,0.1667,0.0245,0.0274,0.0262,0.0,0.0,reg oper spec account,block of flats,0.0198,"Stone, brick",No,0.0,0.0,0.0,0.0,-244.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,55.17808219178082,12.619295686601376,0.3302509907529722,0.0982621648460774,180000.0,0.23995,0.0792437252311756,4.0,-2127.0,0.0,-1272.0,-890.0,162774.0,0.0,207767.25,11377.125,0.0,0.0,-631.75,6871.095,-45.875,3.0,7538.1075,44245.5,44245.5,0.0,66368.25,12.333333333333334,1.0,0.0,,,-172.0,19.666666666666668,10.0,365243.0,-208.0,62.0,365243.0,365243.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,4.0,-118.0,-125.71428571428572,8584.605,8584.605,1.0,4.0,-118.0,-125.71428571428572,8584.605,8584.605
152386,276624,0.0,Cash loans,F,Y,N,0,180000.0,904500.0,50503.5,904500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-19487,-6514.0,-10995.0,-3006,8.0,1,1,1,1,1,0,Sales staff,2.0,2,2,FRIDAY,20,0,0,0,0,0,0,Trade: type 7,,0.5906096839837228,0.3457848024695955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2413.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,53.38904109589041,17.909649826249666,0.1990049751243781,0.3342741314722635,90000.0,0.280575,0.0558358208955223,2.0,-348.5,0.0,-196.0,-195.0,0.0,0.0,47362.5,0.0,0.0,0.0,-112.5,5937.975,-9.0,9.0,19548.50142857143,258604.5,255377.0,6588.0,332491.5,13.666666666666666,1.0,0.152037824185003,,,-1246.4444444444443,34.55555555555556,14.285714285714286,365243.0,-1796.1666666666667,-1446.1666666666667,59379.16666666666,59384.333333333336,0.0,,,,,,,,,,,,,,,,,,,,,1.007936507936508,6.01984126984127,-1645.571428571429,-1654.465476190476,17212.892874999998,16704.892874999998,1.007936507936508,6.01984126984127,-1645.571428571429,-1654.465476190476,17212.892874999998,16704.892874999998
152463,276713,0.0,Cash loans,F,N,Y,0,270000.0,902209.5,35910.0,729000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0084739999999999,-18093,-863.0,-6359.0,-1636,,1,1,0,1,0,0,Managers,1.0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.7175464164130941,0.2237298845621456,0.2735646775174348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,49.56986301369863,25.12418546365915,0.2992653036794669,0.0476980047532194,270000.0,0.133,0.0398022853893691,11.0,-1274.2727272727273,0.0,2506.1,-1312.25,1166.6863636363637,0.0909090909090909,281850.03,43792.0,120066.395625,0.0,-954.5454545454544,,,3.0,23595.210000000003,136184.85,131188.68,11014.169999999998,136184.85,15.666666666666666,1.0,0.0903098058164843,,,-1547.0,723.3333333333334,6.666666666666667,365243.0,-1512.6666666666667,-1342.6666666666667,120380.0,120383.66666666669,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,3.3095238095238098,-1443.3809523809523,-1456.1984126984123,23587.27151785714,22284.362946428573,1.0,3.3095238095238098,-1443.3809523809523,-1456.1984126984123,23587.27151785714,22284.362946428573
152636,276910,0.0,Cash loans,M,Y,Y,0,585000.0,1208304.0,67599.0,1080000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792,-14088,-2906.0,-1792.0,-4685,8.0,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,16,0,1,1,0,1,1,Security Ministries,0.6379552272906712,0.6610250146106955,0.5298898341969072,0.2814,0.0,0.997,0.9524,0.3445,0.24,0.1034,0.625,0.0417,0.1022,0.2017,0.2183,0.1274,0.0767,0.2868,0.0,0.997,0.9543,0.3476,0.2417,0.1034,0.625,0.0417,0.1045,0.2204,0.2274,0.1284,0.0812,0.2842,0.0,0.997,0.953,0.3467,0.24,0.1034,0.625,0.0417,0.104,0.2052,0.2222,0.1281,0.0783,reg oper account,block of flats,0.2423,Panel,No,0.0,0.0,0.0,0.0,-801.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,38.5972602739726,17.87458394354946,0.4841496841854368,0.206274843838728,292500.0,0.1155538461538461,0.0559453581217971,8.0,-1579.375,0.0,-555.375,-1118.0,,0.0,1758956.625,139273.5,0.0,0.0,-608.25,34762.5,-28.125,1.0,102068.685,995598.0,995598.0,0.0,995598.0,17.0,1.0,0.0,,,-801.0,28.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152691,276971,0.0,Cash loans,F,N,N,0,135000.0,808650.0,31333.5,675000.0,Family,Pensioner,Secondary / secondary special,Widow,Municipal apartment,0.032561,-20158,,-12045.0,-3461,,1,0,0,1,1,0,,1.0,1,1,SUNDAY,15,0,0,0,0,0,0,XNA,0.8601706082993471,0.5835222124251309,,,0.058,0.9826,0.762,0.0202,0.1,0.069,0.4583,0.5,0.027,,0.0957,,0.0,,0.0323,0.9821,0.7648,0.0194,0.0806,0.0345,0.3333,0.375,0.0146,,0.0736,,0.0,,0.058,0.9826,0.7652,0.0203,0.1,0.069,0.4583,0.5,0.0275,,0.0974,,0.0,reg oper account,block of flats,0.0661,Panel,No,5.0,0.0,5.0,0.0,-1779.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,55.227397260273975,25.807841447651874,0.1669449081803005,,135000.0,0.2321,0.0387479131886477,,,,,,,,,,,,,,,7.0,7819.7925,60806.63571428572,69600.85714285714,1485.1125,85129.29000000001,14.0,1.0,0.0680855804716312,,,-1333.142857142857,1193.571428571429,8.333333333333334,303977.1666666667,-1497.8333333333333,59983.66666666666,59639.16666666666,59923.5,0.0,-39.0,5299.552987012988,53474.02597402597,1168.8311688311687,1250.8784415584416,0.0,81.91519480519482,791.8069736842106,1647.188181818182,1642.5,4862.737987012987,5299.091298701299,5299.091298701299,0.0779220779220779,0.1298701298701298,0.0,0.0519480519480519,18.23684210526316,67.8961038961039,0.0129870129870129,0.8849206349206349,9.518018018018015,-1271.0675675675675,-1289.69666988417,8309.627619449808,8301.867754584942,0.8849206349206349,9.518018018018015,-1271.0675675675675,-1289.69666988417,8309.627619449808,8301.867754584942
152695,276975,0.0,Cash loans,F,N,N,0,157500.0,1125000.0,59931.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Municipal apartment,0.072508,-16422,-1793.0,-10478.0,-4103,,1,1,1,1,1,0,Cleaning staff,1.0,1,1,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.7401616117412629,0.8327850252992314,0.2979,0.1817,0.9767,0.6804,0.3678,0.32,0.2759,0.3333,0.375,0.0,0.2421,0.2554,0.0039,0.0008,0.3036,0.1886,0.9767,0.6929,0.3712,0.3222,0.2759,0.3333,0.375,0.0,0.2645,0.2661,0.0039,0.0008,0.3008,0.1817,0.9767,0.6847,0.3701,0.32,0.2759,0.3333,0.375,0.0,0.2463,0.26,0.0039,0.0008,not specified,block of flats,0.2011,"Stone, brick",No,0.0,0.0,0.0,0.0,-1848.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,44.99178082191781,18.77158732542424,0.14,0.109182803556205,157500.0,0.3805142857142857,0.053272,6.0,-2051.333333333333,0.0,-1256.0,-1431.8,0.0,0.0,327605.25,0.0,0.0,0.0,-1115.1666666666667,,,4.0,23110.515,230681.25,253923.75,0.0,307575.0,14.25,1.0,0.0,,,-1637.75,24.25,9.0,273283.5,-1604.5,90592.5,-1181.25,-929.75,0.25,-43.5,18841.169464285715,90000.0,2008.9285714285716,2076.075,0.0,67.14642857142857,1093.0472891566264,3071.022857142857,2848.6676785714285,18042.48375,18784.421785714287,18784.421785714287,0.0357142857142857,0.0476190476190476,0.0,0.0119047619047619,20.66265060240964,0.0119047619047619,0.0119047619047619,0.965625,13.406672297297296,-1318.6579391891892,-1333.373536036036,25223.42253293919,24718.915142736485,0.965625,13.406672297297296,-1318.6579391891892,-1333.373536036036,25223.42253293919,24718.915142736485
152741,277028,0.0,Cash loans,M,N,Y,0,180000.0,1552500.0,47200.5,1552500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.028663,-18289,-368.0,-11335.0,-1826,,1,1,0,1,0,0,Laborers,1.0,2,2,THURSDAY,11,0,1,1,0,1,1,Business Entity Type 3,,0.6551995834602335,,0.099,0.0906,0.9767,0.6804,0.0385,0.0,0.2069,0.1667,0.2083,0.074,0.0807,0.0822,0.0193,0.0275,0.1008,0.094,0.9767,0.6929,0.0389,0.0,0.2069,0.1667,0.2083,0.0757,0.0882,0.0856,0.0195,0.0291,0.0999,0.0906,0.9767,0.6847,0.0388,0.0,0.2069,0.1667,0.2083,0.0753,0.0821,0.0836,0.0194,0.0281,reg oper account,block of flats,0.0807,"Stone, brick",No,0.0,0.0,0.0,0.0,-480.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,50.106849315068494,32.8916007245686,0.1159420289855072,0.0201213844387336,180000.0,0.262225,0.0304028985507246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152746,277034,0.0,Cash loans,F,N,Y,0,157500.0,195543.0,12091.5,148500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-24333,-707.0,-10935.0,-4956,,1,1,0,1,0,0,Sales staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Self-employed,,0.5359012337941952,0.656158373001177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1909.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0,66.66575342465754,16.17193896538891,0.8054494407879597,0.029055192536884,78750.0,0.0767714285714285,0.0618355042113499,7.0,-666.1428571428571,0.0,19.83333333333333,-683.0,0.0,0.0,183960.64285714287,82985.78571428571,0.0,0.0,-283.1428571428572,10305.0,-17.785714285714285,9.0,10134.909,99916.5,121185.0,1089.0,179849.7,12.555555555555555,1.0,0.0500683890577507,,,-802.2222222222222,4.0,28.8,365243.0,-1635.0,-945.0,120739.0,120751.66666666669,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,1.0,11.486666666666666,-1320.4,-1324.086436781609,8534.064250000001,8445.802450000001,1.0,11.486666666666666,-1320.4,-1324.086436781609,8534.064250000001,8445.802450000001
152778,277071,0.0,Revolving loans,F,Y,N,1,247500.0,675000.0,33750.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.010006,-10319,-339.0,-4998.0,-1303,1.0,1,1,0,1,1,0,Sales staff,3.0,2,1,FRIDAY,8,0,1,1,0,1,1,Business Entity Type 3,0.1304372553534029,0.6850298633789048,0.5064842396679806,0.0113,0.0,0.9796,,,0.0,0.069,0.0417,,0.01,,0.01,,0.0,0.0116,0.0,0.9796,,,0.0,0.069,0.0417,,0.0103,,0.0105,,0.0,0.0115,0.0,0.9796,,,0.0,0.069,0.0417,,0.0102,,0.0102,,0.0,,block of flats,0.0085,Wooden,No,4.0,1.0,4.0,1.0,-722.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,28.27123287671233,20.0,0.3666666666666666,0.0328520205446264,82500.0,0.1363636363636363,0.05,11.0,-1467.909090909091,0.0,-504.7,-1103.2857142857142,0.0,0.0,626112.945,191992.5,0.0,0.0,-517.2727272727273,,,2.0,9978.255,95465.25,105545.25,0.0,95465.25,13.0,1.0,0.0,,,-535.0,508.0,12.0,365243.0,-503.5,-173.5,182441.0,182444.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,6.25,-346.0,-352.8219696969697,9977.904375,9977.904375,1.0,6.25,-346.0,-352.8219696969697,9977.904375,9977.904375
152810,277105,0.0,Cash loans,F,N,Y,0,126000.0,1044000.0,30051.0,1044000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-15734,-365.0,-268.0,-2725,,1,1,0,1,1,0,Secretaries,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.8435793416306151,0.2822510872193906,0.5937175866150576,0.1701,0.0,0.999,,,0.0,0.1379,0.2083,,0.0486,,0.0604,,0.0971,0.1733,0.0,0.999,,,0.0,0.1379,0.2083,,0.0497,,0.063,,0.1028,0.1718,0.0,0.999,,,0.0,0.1379,0.2083,,0.0495,,0.0615,,0.0992,,block of flats,0.1356,"Stone, brick",No,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,43.106849315068494,34.74094040131776,0.1206896551724138,0.023198169569086,63000.0,0.2385,0.0287844827586206,2.0,-1366.0,0.0,88.0,-1097.0,,0.0,396000.0,0.0,0.0,0.0,-1097.5,18567.0,-22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152881,277192,0.0,Cash loans,M,Y,Y,0,81000.0,315000.0,17217.0,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-16320,-2813.0,-3679.0,-3768,15.0,1,1,1,1,1,0,Drivers,2.0,2,2,SUNDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.5802442325456579,0.1128370816001769,0.6642482627052363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-994.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,44.71232876712329,18.295870360690017,0.2571428571428571,0.1723651960784313,40500.0,0.2125555555555555,0.0546571428571428,1.0,-994.0,0.0,-628.0,-624.0,,0.0,43200.0,0.0,0.0,0.0,-623.0,,,5.0,7492.139999999999,42929.1,46185.3,0.0,71548.5,10.0,1.0,0.0,,,-881.8,12.6,12.0,365243.0,-1443.0,-1113.0,181355.5,181358.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.75,-1360.5,-1366.107142857143,7491.78375,7491.78375,1.0,3.75,-1360.5,-1366.107142857143,7491.78375,7491.78375
